employee,companyAlias,numVotes,lastParticipationDate,stillExists,vote_mean,vote_mode,vote_min,vote_max,vote_count,qt_dias_diff_vote_min,qt_dias_diff_vote_max,qt_dias_diff_vote_median,likes_mean,likes_min,likes_max,dislikes_mean,dislikes_min,dislikes_max,qt_dias_diff_comment_min,qt_dias_diff_comment_max,qt_dias_diff_comment_median,commentId_count,companyType,gender
157,567011c035dce00003a07fa4,0,2016-04-15 09:27:58,0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,Service,Male
3,567011c035dce00003a07fa4,2,2016-06-08 23:00:00,1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
135,567011c035dce00003a07fa4,0,2016-04-05 06:15:05,0,3.0,3.0,2.0,4.0,12.0,1.0,78.0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,Service,Female
4,567011c035dce00003a07fa4,21,2016-10-06 23:00:00,1,3.6,4.0,3.0,4.0,20.0,30.0,287.0,149.5,1.7333333333333334,0.0,7.0,0.4,0.0,3.0,29.0,287.0,178.0,15.0,Service,Female
5,567011c035dce00003a07fa4,67,2016-11-23 00:00:00,1,1.393939393939394,1.0,1.0,4.0,66.0,1.0,317.0,235.5,3.6666666666666665,1.0,7.0,1.6666666666666667,0.0,8.0,12.0,295.0,264.0,9.0,Service,Female
9,567011c035dce00003a07fa4,28,2016-11-22 16:59:39,1,2.888888888888889,3.0,1.0,4.0,27.0,5.0,295.0,67.0,2.3529411764705883,0.0,9.0,0.8235294117647058,0.0,5.0,12.0,287.0,70.0,17.0,Service,Female
12,567011c035dce00003a07fa4,2,2016-05-26 23:00:00,1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
16,567011c035dce00003a07fa4,15,2016-11-22 00:00:00,1,2.5,2.0,1.0,4.0,14.0,13.0,215.0,132.5,3.0,2.0,4.0,0.0,0.0,0.0,179.0,214.0,186.0,3.0,Service,Female
17,567011c035dce00003a07fa4,80,2016-11-17 00:00:00,1,2.6962025316455698,3.0,1.0,4.0,79.0,2.0,290.0,129.0,4.8,0.0,10.0,0.84,0.0,4.0,6.0,282.0,153.0,25.0,Service,Male
18,567011c035dce00003a07fa4,3,2016-07-10 23:00:00,1,4.0,4.0,4.0,4.0,2.0,94.0,101.0,97.5,5.0,5.0,5.0,0.0,0.0,0.0,93.0,93.0,93.0,1.0,Service,Male
19,567011c035dce00003a07fa4,1,2016-09-18 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
21,567011c035dce00003a07fa4,18,2016-10-20 23:00:00,1,1.4117647058823528,1.0,1.0,3.0,17.0,100.0,261.0,226.0,10.0,8.0,12.0,0.5,0.0,1.0,215.0,245.0,235.5,2.0,Service,Male
26,567011c035dce00003a07fa4,21,2016-11-14 00:00:00,1,2.9,3.0,1.0,4.0,20.0,13.0,287.0,244.0,2.5,0.0,6.0,0.25,0.0,2.0,12.0,285.0,252.5,12.0,Service,Female
27,567011c035dce00003a07fa4,66,2016-11-18 10:31:06,1,2.9384615384615387,3.0,2.0,3.0,65.0,7.0,192.0,126.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
28,567011c035dce00003a07fa4,10,2016-11-15 10:22:36,1,2.555555555555556,3.0,1.0,4.0,9.0,19.0,189.0,64.0,3.0,2.0,4.0,0.0,0.0,0.0,55.0,165.0,110.0,2.0,Service,Female
29,567011c035dce00003a07fa4,23,2016-10-11 15:59:59,1,3.227272727272727,4.0,1.0,4.0,22.0,54.0,253.0,121.0,2.142857142857143,0.0,11.0,0.3333333333333333,0.0,4.0,54.0,253.0,123.0,21.0,Service,Female
30,567011c035dce00003a07fa4,14,2016-09-27 23:00:00,1,3.1538461538461537,3.0,3.0,4.0,13.0,9.0,180.0,104.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
31,567011c035dce00003a07fa4,7,2016-04-10 23:00:00,1,2.1666666666666665,1.0,1.0,4.0,6.0,22.0,31.0,27.0,1.5,1.0,2.0,0.0,0.0,0.0,26.0,30.0,28.0,2.0,Service,Male
32,567011c035dce00003a07fa4,5,2016-05-16 23:00:00,1,2.5,2.0,2.0,3.0,4.0,1.0,7.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,Service,Female
33,567011c035dce00003a07fa4,4,2016-11-03 13:22:12,1,3.0,3.0,3.0,3.0,3.0,9.0,17.0,16.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
38,567011c035dce00003a07fa4,28,2016-07-21 09:48:42,1,1.9259259259259256,2.0,1.0,4.0,27.0,14.0,170.0,127.0,5.4444444444444455,0.0,17.0,0.5,0.0,4.0,20.0,170.0,126.5,18.0,Service,Female
42,567011c035dce00003a07fa4,93,2016-11-18 10:31:06,1,3.152173913043478,3.0,1.0,4.0,92.0,1.0,290.0,178.0,4.2105263157894735,0.0,10.0,0.3157894736842105,0.0,5.0,2.0,289.0,203.0,19.0,Service,Male
43,567011c035dce00003a07fa4,5,2016-05-20 10:39:39,1,2.75,3.0,2.0,3.0,4.0,49.0,109.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,48.0,1.0,Service,Male
45,567011c035dce00003a07fa4,63,2016-05-05 23:00:00,1,2.8225806451612905,3.0,1.0,4.0,62.0,1.0,93.0,56.5,5.333333333333333,1.0,13.0,1.0,0.0,3.0,57.0,92.0,79.0,3.0,Service,Female
46,567011c035dce00003a07fa4,7,2016-05-02 15:46:36,1,3.333333333333333,4.0,2.0,4.0,6.0,32.0,54.0,50.0,2.5,0.0,9.0,0.25,0.0,1.0,45.0,53.0,50.0,4.0,Service,Female
47,567011c035dce00003a07fa4,7,2016-06-09 23:00:00,1,3.0,3.0,2.0,4.0,6.0,44.0,129.0,67.0,0.0,0.0,0.0,0.2,0.0,1.0,43.0,70.0,62.0,5.0,Service,Male
51,567011c035dce00003a07fa4,7,2016-11-22 16:59:39,1,2.1666666666666665,3.0,1.0,3.0,6.0,49.0,162.0,90.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
52,567011c035dce00003a07fa4,42,2016-11-16 00:00:00,1,3.414634146341464,3.0,3.0,4.0,41.0,2.0,286.0,159.0,5.0,3.0,7.0,0.0,0.0,0.0,151.0,249.0,159.0,3.0,Service,Male
53,567011c035dce00003a07fa4,1,2016-09-04 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
56,567011c035dce00003a07fa4,1,2016-09-25 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
57,567011c035dce00003a07fa4,41,2016-10-29 23:00:00,1,2.7,3.0,1.0,4.0,40.0,38.0,270.0,220.5,4.6,0.0,13.0,0.2,0.0,1.0,103.0,268.0,257.0,5.0,Service,Female
58,567011c035dce00003a07fa4,71,2016-11-17 00:00:00,1,2.3714285714285714,2.0,1.0,3.0,70.0,13.0,289.0,201.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
59,567011c035dce00003a07fa4,1,2016-09-04 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
62,567011c035dce00003a07fa4,7,2016-07-01 15:36:59,1,1.6666666666666667,1.0,1.0,3.0,6.0,7.0,151.0,116.5,7.333333333333332,0.0,18.0,0.8333333333333334,0.0,3.0,7.0,151.0,116.5,6.0,Service,Male
63,567011c035dce00003a07fa4,1,2016-08-17 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
66,567011c035dce00003a07fa4,11,2016-09-06 09:20:05,1,2.7,3.0,1.0,4.0,10.0,9.0,57.0,51.5,1.8,0.0,4.0,0.2,0.0,1.0,34.0,55.0,49.0,5.0,Service,Male
70,567011c035dce00003a07fa4,82,2016-10-31 00:00:00,1,3.0,3.0,2.0,4.0,81.0,10.0,272.0,146.0,2.5,0.0,7.0,0.0,0.0,0.0,104.0,265.0,167.5,6.0,Service,Female
73,567011c035dce00003a07fa4,6,2016-06-13 23:00:00,1,3.2,3.0,2.0,4.0,5.0,90.0,131.0,128.0,9.0,9.0,9.0,0.0,0.0,0.0,131.0,131.0,131.0,1.0,Service,Male
77,567011c035dce00003a07fa4,1,2016-09-13 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
78,567011c035dce00003a07fa4,26,2016-11-08 00:00:00,1,3.12,3.0,3.0,4.0,25.0,4.0,214.0,141.0,5.0,3.0,7.0,0.0,0.0,0.0,139.0,187.0,163.0,2.0,Service,Female
81,567011c035dce00003a07fa4,141,2016-11-22 00:00:00,1,2.7071428571428573,3.0,1.0,4.0,140.0,1.0,228.0,89.5,6.8181818181818175,0.0,17.0,0.18181818181818185,0.0,1.0,56.0,219.0,138.0,11.0,Service,Female
83,567011c035dce00003a07fa4,8,2016-06-08 23:00:00,1,3.4285714285714284,4.0,2.0,4.0,7.0,7.0,128.0,120.0,3.333333333333333,0.0,9.0,0.3333333333333333,0.0,1.0,89.0,127.0,100.0,3.0,Service,Female
84,567011c035dce00003a07fa4,1,2016-04-08 08:41:20,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
87,567011c035dce00003a07fa4,1,2016-10-16 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
88,567011c035dce00003a07fa4,11,2016-09-28 15:31:24,1,2.1,1.0,1.0,4.0,10.0,41.0,239.0,178.5,6.222222222222222,0.0,21.0,0.3333333333333333,0.0,3.0,41.0,238.0,161.0,9.0,Service,Female
89,567011c035dce00003a07fa4,4,2016-11-21 00:00:00,1,3.6666666666666665,4.0,3.0,4.0,3.0,45.0,49.0,46.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
91,567011c035dce00003a07fa4,95,2016-11-14 00:00:00,1,2.8829787234042548,3.0,1.0,4.0,94.0,3.0,236.0,80.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
93,567011c035dce00003a07fa4,2,2016-09-13 23:00:00,1,4.0,4.0,4.0,4.0,1.0,9.0,9.0,9.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
94,567011c035dce00003a07fa4,5,2016-08-17 23:00:00,1,2.5,3.0,1.0,3.0,4.0,38.0,139.0,109.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
96,567011c035dce00003a07fa4,17,2016-11-07 00:00:00,1,3.0625,3.0,2.0,4.0,16.0,37.0,222.0,113.0,1.8,0.0,5.0,0.0,0.0,0.0,67.0,221.0,137.5,10.0,Service,Male
101,567011c035dce00003a07fa4,125,2016-11-21 17:24:28,1,3.588709677419355,4.0,1.0,4.0,124.0,4.0,294.0,122.5,5.647058823529411,0.0,15.0,0.5588235294117647,0.0,7.0,28.0,292.0,185.0,34.0,Service,Female
103,567011c035dce00003a07fa4,6,2016-11-09 09:31:36,1,4.0,4.0,4.0,4.0,5.0,1.0,161.0,120.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,160.0,83.0,2.0,Service,Female
104,567011c035dce00003a07fa4,57,2016-11-18 00:00:00,1,2.5892857142857144,3.0,1.0,4.0,56.0,1.0,291.0,159.0,6.2857142857142865,2.0,13.0,1.2857142857142858,0.0,3.0,44.0,289.0,149.0,7.0,Service,Female
107,567011c035dce00003a07fa4,11,2016-07-29 11:14:49,1,2.7,3.0,2.0,3.0,10.0,37.0,161.0,143.5,3.333333333333333,0.0,6.0,0.0,0.0,0.0,38.0,144.0,140.0,3.0,Service,Female
108,567011c035dce00003a07fa4,8,2016-10-10 23:00:00,1,3.0,3.0,2.0,4.0,7.0,15.0,252.0,245.0,6.0,1.0,12.0,0.3333333333333333,0.0,1.0,215.0,252.0,250.0,3.0,Service,Male
109,567011c035dce00003a07fa4,157,2016-11-23 00:00:00,1,2.2884615384615383,2.0,1.0,4.0,156.0,1.0,278.0,113.5,6.571428571428571,0.0,19.0,0.8095238095238095,0.0,5.0,14.0,274.0,127.0,21.0,Service,Female
110,567011c035dce00003a07fa4,27,2016-10-04 11:48:47,1,1.8461538461538465,2.0,1.0,4.0,26.0,13.0,246.0,68.0,6.7142857142857135,2.0,11.0,1.3571428571428572,0.0,4.0,13.0,210.0,61.5,14.0,Service,Male
112,567011c035dce00003a07fa4,20,2016-08-26 23:00:00,1,2.6842105263157894,3.0,1.0,4.0,19.0,2.0,207.0,140.0,3.0,3.0,3.0,0.0,0.0,0.0,114.0,114.0,114.0,1.0,Service,Female
113,567011c035dce00003a07fa4,22,2016-11-22 00:00:00,1,2.4285714285714284,2.0,2.0,3.0,21.0,1.0,288.0,20.0,5.333333333333333,4.0,8.0,3.333333333333333,1.0,5.0,6.0,41.0,27.0,3.0,Service,Female
116,567011c035dce00003a07fa4,18,2016-06-04 23:00:00,1,3.1764705882352944,3.0,2.0,4.0,17.0,15.0,123.0,75.0,2.0,2.0,2.0,0.0,0.0,0.0,81.0,81.0,81.0,1.0,Service,Male
117,567011c035dce00003a07fa4,56,2016-11-23 00:00:00,1,2.2181818181818183,2.0,1.0,4.0,55.0,1.0,229.0,126.0,1.1666666666666667,0.0,3.0,0.3333333333333333,0.0,2.0,34.0,209.0,143.0,6.0,Service,Female
118,567011c035dce00003a07fa4,55,2016-11-19 00:00:00,1,2.6296296296296298,3.0,2.0,4.0,54.0,12.0,290.0,233.5,7.0,7.0,7.0,0.0,0.0,0.0,215.0,281.0,281.0,1.0,Service,Female
126,567011c035dce00003a07fa4,2,2016-09-19 23:00:00,1,3.0,3.0,3.0,3.0,1.0,15.0,15.0,15.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
127,567011c035dce00003a07fa4,25,2016-06-29 23:00:00,1,2.5416666666666665,3.0,1.0,4.0,24.0,23.0,142.0,100.5,2.5,0.0,5.0,0.25,0.0,1.0,121.0,141.0,135.5,4.0,Service,Male
128,567011c035dce00003a07fa4,12,2016-06-07 09:05:22,1,2.272727272727273,3.0,1.0,4.0,11.0,35.0,127.0,103.0,3.4444444444444446,1.0,12.0,0.3333333333333333,0.0,2.0,34.0,126.0,101.0,9.0,Service,Female
129,567011c035dce00003a07fa4,5,2016-04-03 23:00:00,1,2.75,3.0,2.0,3.0,4.0,17.0,61.0,22.0,2.5,2.0,3.0,0.0,0.0,0.0,20.0,61.0,40.5,2.0,Service,Female
130,567011c035dce00003a07fa4,169,2016-11-22 00:00:00,1,2.1845238095238093,3.0,1.0,4.0,168.0,1.0,295.0,121.5,6.318840579710145,0.0,19.0,1.0579710144927537,0.0,7.0,10.0,293.0,101.0,69.0,Service,Male
131,567011c035dce00003a07fa4,12,2016-07-22 23:00:00,1,2.636363636363636,3.0,1.0,4.0,11.0,100.0,172.0,150.0,1.0,1.0,1.0,0.0,0.0,0.0,109.0,109.0,109.0,1.0,Service,Male
132,567011c035dce00003a07fa4,69,2016-11-23 00:00:00,1,3.5882352941176467,4.0,2.0,4.0,68.0,1.0,289.0,71.5,1.4285714285714286,0.0,3.0,0.8571428571428571,0.0,4.0,45.0,228.0,111.0,7.0,Service,Male
134,567011c035dce00003a07fa4,26,2016-09-20 23:00:00,1,2.92,3.0,2.0,3.0,25.0,15.0,225.0,103.0,4.6,0.0,11.0,0.4,0.0,2.0,14.0,182.0,104.0,5.0,Service,Female
135,567011c035dce00003a07fa4,9,2016-04-20 23:00:00,0,3.0,3.0,2.0,4.0,12.0,1.0,78.0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,15.0,15.0,1.0,Service,Female
138,567011c035dce00003a07fa4,14,2016-11-22 00:00:00,1,2.3846153846153846,2.0,1.0,3.0,13.0,7.0,295.0,222.0,2.363636363636364,0.0,8.0,0.3636363636363637,0.0,2.0,49.0,294.0,221.0,11.0,Service,Female
140,567011c035dce00003a07fa4,5,2016-11-22 00:00:00,1,3.0,3.0,3.0,3.0,4.0,18.0,57.0,36.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
142,567011c035dce00003a07fa4,4,2016-09-02 23:00:00,1,3.6666666666666665,4.0,3.0,4.0,3.0,100.0,205.0,198.0,11.0,11.0,11.0,0.0,0.0,0.0,198.0,198.0,198.0,1.0,Service,Female
143,567011c035dce00003a07fa4,96,2016-11-08 14:09:27,1,2.8526315789473684,3.0,1.0,4.0,95.0,4.0,221.0,119.0,1.0,0.0,2.0,0.0,0.0,0.0,103.0,208.0,155.5,2.0,Service,Female
144,567011c035dce00003a07fa4,87,2016-11-22 20:05:08,1,2.186046511627907,2.0,1.0,3.0,86.0,5.0,295.0,141.0,4.864864864864865,0.0,10.0,1.027027027027027,0.0,4.0,67.0,294.0,97.0,37.0,Service,Female
149,567011c035dce00003a07fa4,35,2016-09-27 10:51:34,1,2.617647058823529,3.0,1.0,4.0,34.0,5.0,231.0,110.5,3.72,0.0,10.0,0.28,0.0,2.0,5.0,231.0,110.0,25.0,Service,Male
150,567011c035dce00003a07fa4,6,2016-11-18 00:00:00,1,2.8,3.0,2.0,3.0,5.0,42.0,169.0,51.0,5.0,5.0,5.0,0.0,0.0,0.0,43.0,43.0,43.0,1.0,Service,Female
151,567011c035dce00003a07fa4,3,2016-10-26 10:00:32,1,3.0,2.0,2.0,4.0,2.0,21.0,229.0,125.0,3.5,3.0,4.0,0.0,0.0,0.0,21.0,229.0,125.0,2.0,Service,Female
152,567011c035dce00003a07fa4,8,2016-11-15 10:47:07,1,3.2857142857142856,3.0,2.0,4.0,7.0,22.0,249.0,80.0,3.0,2.0,4.0,1.5,0.0,3.0,22.0,40.0,31.0,2.0,Service,Male
153,567011c035dce00003a07fa4,68,2016-10-28 07:19:17,1,1.4776119402985075,1.0,1.0,3.0,67.0,1.0,161.0,79.0,5.275,0.0,19.0,0.675,0.0,6.0,6.0,161.0,88.0,40.0,Service,Female
155,567011c035dce00003a07fa4,57,2016-11-08 00:00:00,1,2.0,2.0,1.0,3.0,56.0,1.0,221.0,129.5,4.0,0.0,10.0,0.375,0.0,2.0,4.0,179.0,142.0,8.0,Service,Male
156,567011c035dce00003a07fa4,8,2016-07-12 23:00:00,1,1.8571428571428568,2.0,1.0,2.0,7.0,6.0,103.0,69.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
157,567011c035dce00003a07fa4,2,2016-04-15 09:27:58,0,2.0,2.0,2.0,2.0,2.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,2.0,Service,Male
158,567011c035dce00003a07fa4,19,2016-09-29 23:00:00,1,2.7222222222222223,3.0,1.0,3.0,18.0,24.0,183.0,137.0,2.75,0.0,11.0,0.125,0.0,1.0,73.0,181.0,136.0,8.0,Service,Female
159,567011c035dce00003a07fa4,122,2016-11-23 09:36:46,1,1.8099173553719008,2.0,1.0,4.0,121.0,2.0,236.0,127.0,5.571428571428571,3.0,11.0,0.0,0.0,0.0,27.0,209.0,182.0,7.0,Service,Female
160,567011c035dce00003a07fa4,33,2016-11-23 00:00:00,1,2.9375,3.0,1.0,4.0,32.0,1.0,229.0,139.5,2.75,0.0,11.0,1.0,0.0,7.0,42.0,195.0,129.5,8.0,Service,Female
163,567011c035dce00003a07fa4,76,2016-09-21 14:33:55,1,2.933333333333333,3.0,1.0,4.0,75.0,5.0,163.0,93.0,2.9090909090909087,0.0,15.0,0.4155844155844156,0.0,4.0,4.0,161.0,92.0,77.0,Service,Male
164,567011c035dce00003a07fa4,1,2016-05-01 23:00:00,0,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
167,567011c035dce00003a07fa4,2,2016-10-04 11:05:53,1,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
170,567011c035dce00003a07fa4,1,2016-06-09 05:36:31,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
171,567011c035dce00003a07fa4,21,2016-11-06 00:00:00,1,2.4,3.0,1.0,4.0,20.0,12.0,205.0,179.0,1.0,1.0,1.0,2.0,2.0,2.0,35.0,35.0,35.0,1.0,Service,Female
172,567011c035dce00003a07fa4,15,2016-10-20 15:36:24,1,2.9285714285714284,3.0,1.0,4.0,14.0,1.0,35.0,13.5,2.5384615384615383,0.0,7.0,1.0769230769230769,0.0,5.0,1.0,33.0,13.0,13.0,Service,Male
173,567011c035dce00003a07fa4,1,2016-04-15 10:56:56,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
174,567011c035dce00003a07fa4,1,2016-05-11 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
177,567011c035dce00003a07fa4,4,2016-04-22 14:56:59,1,2.0,1.0,1.0,3.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,Service,Female
178,567011c035dce00003a07fa4,9,2016-09-18 23:00:00,1,2.25,3.0,1.0,3.0,8.0,74.0,157.0,141.5,1.0,1.0,1.0,0.0,0.0,0.0,144.0,152.0,148.0,2.0,Service,Male
179,567011c035dce00003a07fa4,1,2016-04-17 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
180,567011c035dce00003a07fa4,47,2016-11-23 00:00:00,1,2.5,3.0,1.0,4.0,46.0,1.0,65.0,34.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
183,567011c035dce00003a07fa4,1,2016-04-15 11:41:21,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
184,567011c035dce00003a07fa4,6,2016-05-14 23:00:00,1,2.8,2.0,2.0,4.0,5.0,16.0,27.0,25.0,0.6,0.0,2.0,0.4,0.0,1.0,15.0,26.0,24.0,5.0,Service,Female
187,567011c035dce00003a07fa4,7,2016-10-07 23:00:00,1,2.6666666666666665,2.0,2.0,4.0,6.0,24.0,170.0,143.5,0.5,0.0,1.0,0.0,0.0,0.0,161.0,169.0,165.0,2.0,Service,Female
188,567011c035dce00003a07fa4,8,2016-08-02 23:00:00,1,2.571428571428572,3.0,1.0,3.0,7.0,60.0,107.0,100.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
189,567011c035dce00003a07fa4,30,2016-11-04 17:56:10,1,2.931034482758621,3.0,1.0,4.0,29.0,14.0,200.0,165.0,0.0,0.0,0.0,2.0,2.0,2.0,193.0,193.0,193.0,1.0,Service,Male
191,567011c035dce00003a07fa4,3,2016-05-05 23:00:00,1,3.0,3.0,3.0,3.0,2.0,16.0,18.0,17.0,0.0,0.0,0.0,1.0,1.0,1.0,15.0,15.0,15.0,1.0,Service,Female
192,567011c035dce00003a07fa4,1,2016-05-12 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
193,567011c035dce00003a07fa4,1,2016-04-21 07:52:36,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Female
197,567011c035dce00003a07fa4,1,2016-05-09 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
199,567011c035dce00003a07fa4,4,2016-05-05 23:00:00,1,2.6666666666666665,3.0,2.0,3.0,3.0,9.0,15.0,14.0,1.3333333333333333,0.0,3.0,0.0,0.0,0.0,8.0,14.0,13.0,3.0,Service,Female
204,567011c035dce00003a07fa4,1,2016-05-09 23:00:00,1,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,130.0,72.5,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
205,567011c035dce00003a07fa4,21,2016-08-09 06:27:49,1,2.0,2.0,2.0,2.0,20.0,13.0,92.0,63.5,5.0,0.0,12.0,0.8333333333333334,0.0,4.0,62.0,88.0,70.5,6.0,Service,Male
208,567011c035dce00003a07fa4,2,2016-05-12 10:23:17,1,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,17.0,139.0,94.0,0.0,Service,Male
209,567011c035dce00003a07fa4,19,2016-11-03 00:00:00,1,2.5,2.0,1.0,4.0,18.0,15.0,185.0,125.0,2.25,0.0,7.0,0.125,0.0,1.0,119.0,184.0,175.0,8.0,Service,Female
210,567011c035dce00003a07fa4,77,2016-11-09 17:43:00,1,1.3157894736842106,1.0,1.0,3.0,76.0,5.0,183.0,91.5,7.08641975308642,0.0,27.0,0.9382716049382716,0.0,7.0,5.0,183.0,93.0,81.0,Service,Female
211,567011c035dce00003a07fa4,62,2016-11-22 00:00:00,1,2.7540983606557377,3.0,1.0,4.0,61.0,1.0,210.0,127.0,2.4285714285714284,0.0,6.0,0.0,0.0,0.0,61.0,201.0,164.0,7.0,Service,Female
212,567011c035dce00003a07fa4,64,2016-11-18 00:00:00,1,3.0476190476190474,3.0,1.0,4.0,63.0,11.0,200.0,143.0,4.714285714285714,0.0,19.0,0.2619047619047619,0.0,2.0,27.0,198.0,136.5,42.0,Service,Female
