employee,companyAlias,vote_mean,vote_mode,vote_min,vote_max,vote_count,qt_dias_diff_vote_min,likes_mean,likes_min,likes_max,dislikes_mean,dislikes_min,dislikes_max,qt_dias_diff_comment_max,qt_dias_diff_comment_median,commentId_count,rt_like_dislike,mean_stillExists_liked_comments,mean_stillExists_disliked_comments,numVotes_box-cox,qt_dias_diff_vote_max_box-cox,qt_dias_diff_vote_median_box-cox,qt_dias_diff_comment_min_box-cox,gender_Male,companyType_Service,lastParticipationDate,stillExists
83,57bb2f0b3bae540003a8d453,3.1621621621621623,3.0,1.0,4.0,74.0,4.0,3.6666666666666665,0.0,8.0,0.3333333333333333,0.0,2.0,163.0,129.0,9.0,2.0,1.0,1.0,4.676944638342572,15.959173291912334,11.784859174653926,4.626654207862308,0,1,2017-03-20 00:00:00,1
84,57bb2f0b3bae540003a8d453,2.892307692307692,3.0,1.0,4.0,130.0,1.0,8.411764705882353,1.0,27.0,1.4705882352941178,0.0,6.0,143.0,111.0,17.0,1.0,1.0,1.0,5.325834772841887,16.002071438291065,10.43070163185244,1.67387509418596,0,1,2017-03-20 00:00:00,1
85,57bb2f0b3bae540003a8d453,2.636363636363636,3.0,2.0,4.0,22.0,1.0,5.857142857142858,0.0,13.0,0.1428571428571428,0.0,1.0,106.0,97.0,7.0,2.0,1.0,1.0,3.3619440584627895,13.076252965591209,11.453152389385812,4.942545240661618,1,1,2017-01-18 13:12:40,1
86,57bb2f0b3bae540003a8d453,1.8,1.0,1.0,4.0,10.0,5.0,11.2,7.0,14.0,2.6,1.0,4.0,90.0,52.0,5.0,0.0,0.6570527436627507,0.9166864577580643,2.5964075261838406,14.44342283847063,8.936063468264267,1.4339280585840293,0,1,2017-03-20 00:00:00,1
87,57bb2f0b3bae540003a8d453,2.9,3.0,1.0,4.0,70.0,3.0,4.666666666666667,1.0,11.0,2.333333333333333,0.0,17.0,122.0,68.0,9.0,0.0,1.0,1.0,4.614068035561931,14.782813992740369,9.687096099635486,3.0369589952669456,1,1,2017-03-20 00:00:00,1
88,57bb2f0b3bae540003a8d453,2.9545454545454546,3.0,1.0,4.0,22.0,2.0,7.0,1.0,13.0,0.75,0.0,2.0,29.0,21.0,4.0,2.0,1.0,1.0,3.3619440584627895,15.249999748639908,6.112660255052646,2.1878413910625008,0,1,2017-03-10 00:00:00,1
89,57bb2f0b3bae540003a8d453,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,0.7016414630036356,14.2946022020096,10.300969486583732,3.0369589952669456,0,1,2017-01-14 00:00:00,1
91,57bb2f0b3bae540003a8d453,2.7857142857142856,3.0,2.0,4.0,42.0,1.0,3.8461538461538463,1.0,9.0,0.5384615384615384,0.0,4.0,164.0,95.0,13.0,2.0,1.0,1.0,4.046806533373599,15.959173291912334,11.838869290478995,1.8718616632464409,1,1,2017-03-18 00:40:48,1
92,57bb2f0b3bae540003a8d453,2.833333333333333,3.0,2.0,3.0,6.0,56.0,2.0,2.0,2.0,0.0,0.0,0.0,118.0,118.0,1.0,2.0,0.6570527436627507,0.9166864577580643,2.157149452397917,15.476417223603596,12.386002786847145,5.367318561565713,1,1,2017-03-15 00:00:00,1
93,57bb2f0b3bae540003a8d453,2.4285714285714284,3.0,1.0,4.0,42.0,3.0,8.357142857142858,0.0,15.0,1.5,0.0,8.0,162.0,127.0,14.0,0.0,1.0,1.0,4.046806533373599,15.8295162423982,12.708049017104289,4.206904028894147,0,1,2017-03-15 00:00:00,1
94,57bb2f0b3bae540003a8d453,3.0,3.0,2.0,4.0,7.0,14.0,7.0,7.0,7.0,2.0,2.0,2.0,13.0,13.0,1.0,0.0,0.6570527436627507,0.9166864577580643,2.284105863760061,8.636580791071461,7.368796327439131,2.731200154865026,1,1,2016-11-17 00:00:00,1
95,57bb2f0b3bae540003a8d453,3.015384615384616,3.0,2.0,4.0,65.0,4.0,1.3333333333333333,1.0,2.0,0.0,0.0,0.0,156.0,152.0,3.0,2.0,1.0,1.0,4.530552408082192,15.742260082260799,10.13555941739181,5.601674101346612,1,1,2017-03-13 00:00:00,1
96,57bb2f0b3bae540003a8d453,2.4,2.0,2.0,3.0,5.0,2.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,2.0138510590549012,3.702418391388503,3.1070270291444952,3.0369589952669456,0,1,2016-10-19 23:00:00,0
97,57bb2f0b3bae540003a8d453,2.3114754098360657,2.0,1.0,4.0,122.0,3.0,11.25,2.0,15.0,1.5,0.0,6.0,159.0,153.5,4.0,2.0,1.0,1.0,5.251717173087598,16.044811735350596,11.339514578080326,4.400692374655564,0,1,2017-03-20 18:59:37,1
99,57bb2f0b3bae540003a8d453,2.5789473684210527,2.0,1.0,4.0,19.0,10.0,5.7333333333333325,0.0,12.0,1.5333333333333334,0.0,9.0,160.0,144.0,15.0,0.0,1.0,1.0,3.213016304901022,15.698381642594478,13.697593535561454,2.318486634207797,0,1,2017-03-13 16:37:42,1
100,57bb2f0b3bae540003a8d453,3.363636363636364,3.0,3.0,4.0,11.0,36.0,1.6666666666666667,0.0,3.0,0.6666666666666666,0.0,2.0,147.0,64.0,3.0,0.0,0.6570527436627507,0.9166864577580643,2.6838620347627686,15.158132323061421,9.932025111970589,4.206904028894147,0,1,2017-03-15 00:00:00,1
101,57bb2f0b3bae540003a8d453,2.75,3.0,1.0,4.0,4.0,21.0,2.333333333333333,0.0,7.0,0.6666666666666666,0.0,2.0,73.0,36.0,3.0,0.0,0.0,1.0,1.8492576277585893,10.933362358101537,8.936063468264267,3.2806171759237563,0,1,2016-12-15 17:29:12,1
102,57bb2f0b3bae540003a8d453,3.967741935483871,4.0,3.0,4.0,93.0,4.0,4.088888888888889,0.0,20.0,0.7111111111111111,0.0,6.0,166.0,110.0,45.0,1.0,1.0,1.0,4.937711062754209,16.044811735350596,9.579494117235983,1.4339280585840293,0,1,2017-03-20 14:15:03,1
103,57bb2f0b3bae540003a8d453,3.0,3.0,3.0,3.0,50.0,5.0,13.0,12.0,13.0,0.0,0.0,0.0,103.0,103.0,1.0,2.0,1.0,1.0,4.2381315143717195,15.065497407951655,11.282088847988657,5.196558474157398,1,1,2017-03-16 00:00:00,1
105,57bb2f0b3bae540003a8d453,2.663157894736842,3.0,1.0,4.0,95.0,1.0,7.166666666666668,0.0,16.0,0.3333333333333333,0.0,2.0,155.0,110.0,12.0,2.0,1.0,1.0,4.962162188894207,15.610115572167238,8.734540254638816,3.164900953021897,0,1,2017-03-20 00:00:00,1
107,57bb2f0b3bae540003a8d453,3.8309859154929575,4.0,2.0,4.0,142.0,1.0,6.3,1.0,17.0,0.85,0.0,3.0,162.0,44.0,20.0,2.0,1.0,1.0,5.4292572347356876,15.916115757044786,10.68366381729469,0.7049218821365549,1,1,2017-03-20 00:00:00,1
108,57bb2f0b3bae540003a8d453,2.5517241379310347,3.0,1.0,4.0,29.0,6.0,10.8,7.0,15.0,0.8,0.0,4.0,83.0,21.0,5.0,2.0,1.0,1.0,3.6493438525353694,11.683626591680406,7.763843002563251,2.542796068063194,0,1,2017-03-08 16:18:18,1
109,57bb2f0b3bae540003a8d453,3.0,3.0,3.0,3.0,1.0,100.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,1.1200527535574272,15.065497407951655,14.082399630246012,3.0369589952669456,1,1,2017-03-06 00:00:00,1
111,57bb2f0b3bae540003a8d453,3.2,3.0,2.0,4.0,55.0,6.0,4.22,0.0,18.0,0.16,0.0,2.0,163.0,98.0,50.0,2.0,0.0,1.0,4.343755867139952,15.8295162423982,11.919233897762005,2.542796068063194,0,1,2017-03-15 20:27:08,1
113,57bb2f0b3bae540003a8d453,2.869565217391304,3.0,2.0,3.0,23.0,51.0,11.0,11.0,11.0,0.0,0.0,0.0,51.0,51.0,1.0,2.0,0.0,1.0,3.407612271271626,15.872897270073489,13.91329480515246,4.33143854613394,0,1,2017-03-16 00:00:00,1
114,57bb2f0b3bae540003a8d453,3.2,3.0,3.0,4.0,30.0,2.0,12.5,5.0,20.0,0.5,0.0,1.0,148.0,94.5,2.0,2.0,0.0,1.0,3.6851761816841813,15.872897270073489,8.936063468264267,4.068757796036555,1,1,2017-03-16 00:00:00,1
115,57bb2f0b3bae540003a8d453,2.894736842105264,3.0,1.0,4.0,38.0,11.0,4.0,0.0,13.0,2.5161290322580645,0.0,16.0,161.0,88.0,31.0,0.0,1.0,1.0,3.9381501481332664,15.742260082260799,11.368074356788828,2.4359864343741005,1,1,2017-03-20 18:59:37,1
116,57bb2f0b3bae540003a8d453,3.0,3.0,3.0,3.0,67.0,1.0,15.666666666666664,8.0,25.0,0.3333333333333333,0.0,1.0,36.0,24.0,3.0,2.0,1.0,1.0,4.564657818990012,11.87761389829947,7.368796327439131,3.164900953021897,1,1,2017-03-19 00:00:00,1
118,57bb2f0b3bae540003a8d453,3.930434782608696,4.0,1.0,4.0,115.0,1.0,7.538461538461537,2.0,15.0,1.3076923076923077,0.0,8.0,158.0,87.0,13.0,1.0,1.0,1.0,5.182976411825797,15.959173291912334,9.932025111970589,0.7049218821365549,1,1,2017-03-18 00:00:00,1
119,57bb2f0b3bae540003a8d453,3.2432432432432434,3.0,2.0,4.0,37.0,4.0,3.3571428571428568,1.0,12.0,0.1428571428571428,0.0,1.0,86.0,46.5,14.0,2.0,0.0,1.0,3.9093481139747426,12.375569730587005,9.131677733663654,1.4339280585840293,1,1,2017-03-17 14:24:52,1
120,57bb2f0b3bae540003a8d453,2.571428571428572,3.0,1.0,3.0,7.0,19.0,4.25,1.0,13.0,3.75,0.0,15.0,52.0,48.5,4.0,0.0,0.6570527436627507,0.9166864577580643,2.284105863760061,9.452402124876608,8.398585119145432,3.164900953021897,0,1,2016-11-28 15:17:05,1
122,57bb2f0b3bae540003a8d453,3.672413793103448,4.0,2.0,4.0,58.0,1.0,5.176470588235294,0.0,21.0,0.5588235294117647,0.0,4.0,165.0,63.0,34.0,2.0,1.0,1.0,4.402916934829602,15.959173291912334,9.615543770779324,3.0369589952669456,0,1,2017-03-18 13:21:31,1
125,57bb2f0b3bae540003a8d453,2.46875,3.0,1.0,3.0,64.0,9.0,6.892857142857142,0.0,22.0,1.0357142857142858,0.0,11.0,166.0,133.5,28.0,1.0,1.0,1.0,4.513129571307577,16.002071438291065,11.972384856005611,2.1878413910625008,0,1,2017-03-20 18:59:37,1
127,57bb2f0b3bae540003a8d453,2.9736842105263164,3.0,2.0,3.0,38.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,3.9381501481332664,15.341116151017713,6.889376014842037,3.0369589952669456,1,1,2017-03-20 00:00:00,1
128,57bb2f0b3bae540003a8d453,3.0625,3.0,3.0,4.0,16.0,12.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,3.0419569552312287,15.158132323061421,9.615543770779324,3.0369589952669456,0,1,2017-02-28 00:00:00,1
131,57bb2f0b3bae540003a8d453,2.5217391304347827,2.0,1.0,4.0,23.0,2.0,5.8,0.0,12.0,1.4,0.0,4.0,134.0,21.0,5.0,0.0,1.0,1.0,3.407612271271626,15.065497407951655,11.481314288844796,2.9675128551076972,0,1,2017-03-02 00:00:00,1
132,57bb2f0b3bae540003a8d453,3.75,4.0,3.0,4.0,40.0,13.0,4.6,0.0,14.0,0.6333333333333333,0.0,7.0,133.0,107.0,30.0,2.0,1.0,1.0,3.993726980774374,14.492569927005441,12.155818155203269,2.6407373938155536,1,1,2017-02-21 15:51:28,1
134,57bb2f0b3bae540003a8d453,3.1428571428571432,3.0,3.0,4.0,7.0,20.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,2.284105863760061,14.19421028482688,11.811908085408687,3.0369589952669456,0,1,2017-03-17 00:00:00,1
136,57bb2f0b3bae540003a8d453,3.0,3.0,3.0,3.0,12.0,13.0,2.5,2.0,3.0,0.0,0.0,0.0,85.0,84.5,2.0,2.0,0.0,1.0,2.7650514420781525,14.541491737672414,11.048161425227018,4.942545240661618,0,1,2017-02-23 00:00:00,1
139,57bb2f0b3bae540003a8d453,3.3529411764705883,3.0,3.0,4.0,17.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,121.0,92.5,2.0,2.0,0.6570527436627507,0.9166864577580643,3.1018494924095155,14.830438865083515,8.311772755673495,4.60768044514075,1,1,2017-02-24 00:00:00,1
140,57bb2f0b3bae540003a8d453,2.788732394366197,3.0,1.0,4.0,71.0,3.0,8.808510638297873,1.0,23.0,2.042553191489361,0.0,17.0,162.0,100.0,47.0,0.0,1.0,1.0,4.630097429643682,15.916115757044786,10.589786289875375,0.7049218821365549,0,1,2017-03-17 16:14:47,1
141,57bb2f0b3bae540003a8d453,3.1818181818181817,3.0,3.0,4.0,11.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,2.6838620347627686,12.314773974065705,11.253221008333899,3.0369589952669456,1,1,2017-01-19 00:00:00,1
142,57bb2f0b3bae540003a8d453,2.8543689320388346,3.0,1.0,4.0,103.0,2.0,4.25,1.0,13.0,0.25,0.0,2.0,156.0,145.5,8.0,2.0,1.0,1.0,5.055333584256527,15.610115572167238,10.837621194024448,3.880056001289584,1,1,2017-03-17 12:31:21,1
143,57bb2f0b3bae540003a8d453,2.6666666666666665,3.0,2.0,3.0,3.0,9.0,9.0,9.0,9.0,2.0,2.0,2.0,8.0,8.0,1.0,0.0,0.0,1.0,1.6557301330071357,3.937647954295995,3.601948957573243,2.1878413910625008,0,1,2017-01-20 00:00:00,1
144,57bb2f0b3bae540003a8d453,2.833333333333333,3.0,2.0,3.0,6.0,2.0,19.0,12.0,19.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,1.0,1.0,2.157149452397917,10.789608259236802,8.311772755673495,1.1283874038607262,0,1,2017-02-10 00:59:32,1
145,57bb2f0b3bae540003a8d453,3.0,3.0,3.0,3.0,6.0,9.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,2.157149452397917,13.462817253873858,9.897542059205271,3.0369589952669456,0,1,2017-01-27 00:00:00,1
147,57bb2f0b3bae540003a8d453,3.032258064516129,3.0,2.0,4.0,124.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,5.270670033417742,15.742260082260799,9.897542059205271,3.0369589952669456,1,1,2017-03-20 00:00:00,1
150,57bb2f0b3bae540003a8d453,3.056,3.0,1.0,4.0,125.0,3.0,4.2,1.0,13.0,0.7,0.0,4.0,166.0,144.5,10.0,1.0,1.0,1.0,5.280037870157282,16.044811735350596,10.898356894528991,5.069022048956438,1,1,2017-03-20 14:15:03,1
151,57bb2f0b3bae540003a8d453,3.4,3.0,3.0,4.0,5.0,17.0,3.0,3.0,3.0,0.0,0.0,0.0,23.0,23.0,1.0,2.0,0.0,1.0,2.0138510590549012,6.363925067283998,5.848066685584467,3.3862865992862297,0,1,2016-11-05 00:00:00,1
152,57bb2f0b3bae540003a8d453,3.613636363636364,4.0,2.0,4.0,44.0,1.0,3.321428571428572,0.0,13.0,0.5,0.0,3.0,100.0,73.5,28.0,1.0,1.0,1.0,4.097607179378114,12.673787019088694,9.897542059205271,3.529435963010558,0,1,2017-01-11 14:32:12,1
154,57bb2f0b3bae540003a8d453,3.051282051282051,3.0,3.0,4.0,39.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,107.0,107.0,1.0,2.0,1.0,1.0,3.9662655947373997,15.916115757044786,11.59299781918051,5.244298401765407,1,1,2017-03-17 00:00:00,1
156,57bb2f0b3bae540003a8d453,3.898203592814372,4.0,1.0,4.0,167.0,1.0,4.523809523809524,1.0,13.0,0.6666666666666666,0.0,4.0,159.0,33.0,21.0,1.0,1.0,1.0,5.620362616258515,16.044811735350596,11.018428499988836,0.0,0,1,2017-03-20 14:15:03,1
157,57bb2f0b3bae540003a8d453,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,0.7016414630036356,14.2946022020096,10.300969486583732,3.0369589952669456,0,1,2016-11-28 00:00:00,1
158,57bb2f0b3bae540003a8d453,3.051282051282051,3.0,2.0,4.0,39.0,17.0,4.111111111111111,0.0,14.0,0.6666666666666666,0.0,4.0,160.0,126.0,9.0,1.0,1.0,1.0,3.9662655947373997,15.872897270073489,12.780719185938656,2.9675128551076972,0,1,2017-03-16 03:42:10,1
159,57bb2f0b3bae540003a8d453,2.95,3.0,1.0,4.0,20.0,14.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,3.264820994371438,11.282450033263201,7.160728068787697,3.0369589952669456,0,1,2016-12-20 00:00:00,1
160,57bb2f0b3bae540003a8d453,3.875,4.0,3.0,4.0,8.0,14.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,2.3981175076147205,6.8902694356048775,6.047813376291378,3.0369589952669456,0,1,2017-02-09 00:00:00,1
161,57bb2f0b3bae540003a8d453,3.5217391304347827,4.0,2.0,4.0,23.0,39.0,11.5,1.0,20.0,0.5,0.0,2.0,151.0,138.5,4.0,2.0,0.0,1.0,3.407612271271626,15.431497432062706,13.112229419810715,5.419666715349221,1,1,2017-03-06 00:00:00,1
162,57bb2f0b3bae540003a8d453,3.0,3.0,2.0,4.0,16.0,2.0,4.666666666666667,2.0,8.0,0.3333333333333333,0.0,1.0,151.0,116.5,6.0,2.0,1.0,1.0,3.0419569552312287,15.742260082260799,12.756562039761697,1.8718616632464409,0,1,2017-03-15 00:00:00,1
163,57bb2f0b3bae540003a8d453,3.65625,4.0,2.0,4.0,64.0,2.0,5.5,0.0,18.0,0.25,0.0,1.0,158.0,117.0,8.0,2.0,1.0,1.0,4.513129571307577,15.654334046623726,10.268181362650257,2.8938072007071285,1,1,2017-03-18 00:00:00,1
164,57bb2f0b3bae540003a8d453,3.891304347826087,4.0,3.0,4.0,46.0,3.0,6.113636363636362,1.0,14.0,0.9090909090909092,0.0,8.0,159.0,127.5,44.0,1.0,1.0,1.0,4.146319701809421,15.654334046623726,13.135447880624179,1.1283874038607262,1,1,2017-03-20 18:12:06,1
165,57bb2f0b3bae540003a8d453,1.0,1.0,1.0,1.0,149.0,1.0,11.181818181818182,5.0,20.0,5.393939393939394,0.0,17.0,153.0,67.0,33.0,0.0,1.0,1.0,5.4858095593361025,15.431497432062706,10.652499185395627,1.67387509418596,1,1,2017-03-20 18:59:37,1
166,57bb2f0b3bae540003a8d453,3.03125,4.0,1.0,4.0,64.0,3.0,3.375,0.0,10.0,0.25,0.0,1.0,149.0,144.5,8.0,2.0,1.0,1.0,4.513129571307577,15.249999748639908,8.04389690865839,4.232808820954344,0,1,2017-03-20 18:12:06,1
167,57bb2f0b3bae540003a8d453,2.4444444444444446,2.0,2.0,3.0,9.0,3.0,10.0,6.0,14.0,0.5,0.0,1.0,120.0,80.0,2.0,2.0,0.0,1.0,2.501617160981308,13.835029937079096,8.134474306083861,4.0392134060114495,0,1,2017-02-23 00:00:00,1
168,57bb2f0b3bae540003a8d453,3.1818181818181817,3.0,3.0,4.0,11.0,7.0,4.0,1.0,6.0,0.3333333333333333,0.0,1.0,56.0,42.0,3.0,2.0,0.6570527436627507,0.9166864577580643,2.6838620347627686,12.90581458978379,8.734540254638816,3.1026217112659653,1,1,2017-03-01 00:00:00,1
169,57bb2f0b3bae540003a8d453,2.85,3.0,1.0,3.0,40.0,3.0,3.914285714285714,0.0,19.0,0.2857142857142857,0.0,2.0,111.0,32.0,35.0,2.0,1.0,1.0,3.993726980774374,13.730067159805694,7.317483429168922,0.7049218821365549,1,1,2017-03-13 21:39:04,1
170,57bb2f0b3bae540003a8d453,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,0.7016414630036356,14.2946022020096,10.300969486583732,3.0369589952669456,1,1,2016-11-19 00:00:00,0
173,57bb2f0b3bae540003a8d453,2.92,3.0,1.0,4.0,25.0,2.0,3.7142857142857135,2.0,8.0,0.2857142857142857,0.0,1.0,63.0,37.0,7.0,2.0,0.0,1.0,3.493887848643107,10.342770466740252,6.603942959866207,3.0369589952669456,0,1,2017-03-17 00:00:00,1
174,57bb2f0b3bae540003a8d453,3.5,3.0,3.0,4.0,6.0,7.0,5.0,1.0,11.0,0.0,0.0,0.0,26.0,15.0,3.0,2.0,0.0,1.0,2.157149452397917,9.190460879150718,5.848066685584467,1.8718616632464409,0,1,2017-03-15 17:00:28,1
175,57bb2f0b3bae540003a8d453,3.071428571428572,3.0,3.0,4.0,14.0,8.0,4.5,3.0,6.0,1.0,1.0,1.0,41.0,39.5,2.0,0.0,1.0,0.0,2.9118762698030434,9.190460879150718,7.763843002563251,3.9779545415915964,0,1,2017-03-17 00:00:00,1
176,57bb2f0b3bae540003a8d453,2.888888888888889,3.0,2.0,4.0,9.0,2.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,2.501617160981308,8.441904219373098,6.944714942203737,3.0369589952669456,0,1,2017-03-17 00:00:00,1
177,57bb2f0b3bae540003a8d453,2.5357142857142856,3.0,1.0,4.0,28.0,2.0,5.285714285714286,2.0,11.0,0.8571428571428571,0.0,5.0,35.0,11.5,14.0,1.0,1.0,1.0,3.612378346708319,8.241570034719576,5.422157182714063,0.7049218821365549,0,1,2017-03-20 18:59:37,1
178,57bb2f0b3bae540003a8d453,2.967741935483871,3.0,2.0,3.0,31.0,1.0,4.181818181818182,0.0,11.0,0.7272727272727273,0.0,2.0,37.0,16.0,11.0,1.0,1.0,1.0,3.7199438993339546,7.9294532073407895,5.11508473034649,1.1283874038607262,1,1,2017-03-18 13:21:31,1
179,57bb2f0b3bae540003a8d453,4.0,4.0,4.0,4.0,9.0,7.0,5.142857142857143,3.0,8.0,0.4285714285714285,0.0,3.0,36.0,29.0,7.0,2.0,1.0,1.0,2.501617160981308,7.82205501324027,6.603942959866207,1.8718616632464409,1,1,2017-03-17 00:00:00,1
1,567011c035dce00003a07fa4,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.0,1.0,0.7016414630036356,14.2946022020096,10.300969486583732,3.0369589952669456,0,1,2016-06-08 10:44:07,1
2,567011c035dce00003a07fa4,3.4,4.0,1.0,4.0,35.0,16.0,2.727272727272727,0.0,9.0,0.2727272727272727,0.0,3.0,318.0,258.0,11.0,2.0,1.0,1.0,3.849541388533134,21.256521901387945,16.087936664110437,6.014680062489448,0,1,2016-11-07 00:00:00,1
157,567011c035dce00003a07fa4,2.0,2.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,2.0,0.0,0.0,1.0,0.0,2.894782170198802,2.8294968314983584,2.0406272881142216,1,1,2016-04-15 09:27:58,0
3,567011c035dce00003a07fa4,3.0,3.0,3.0,3.0,1.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,1.1200527535574272,0.0,0.0,3.0369589952669456,1,1,2016-06-08 23:00:00,1
135,567011c035dce00003a07fa4,3.0,3.0,2.0,4.0,12.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,15.0,15.0,1.0,2.0,0.0,1.0,0.0,11.282450033263201,7.470077167489102,2.8938072007071285,0,1,2016-04-05 06:15:05,0
4,567011c035dce00003a07fa4,3.6,4.0,3.0,4.0,20.0,30.0,1.7333333333333334,0.0,7.0,0.4,0.0,3.0,287.0,178.0,15.0,0.0,1.0,1.0,3.264820994371438,20.30655521395594,14.22796328091166,3.657654270423655,0,1,2016-10-06 23:00:00,1
5,567011c035dce00003a07fa4,1.393939393939394,1.0,1.0,4.0,66.0,1.0,3.6666666666666665,1.0,7.0,1.6666666666666667,0.0,8.0,295.0,264.0,9.0,0.0,0.0,1.0,4.547726107730136,21.19891566186751,17.277043151932833,2.6407373938155536,0,1,2016-11-23 00:00:00,1
9,567011c035dce00003a07fa4,2.888888888888889,3.0,1.0,4.0,27.0,5.0,2.3529411764705883,0.0,9.0,0.8235294117647058,0.0,5.0,287.0,70.0,17.0,0.0,1.0,1.0,3.574204209329111,20.549924098976625,9.932025111970589,2.6407373938155536,0,1,2016-11-22 16:59:39,1
12,567011c035dce00003a07fa4,3.0,3.0,3.0,3.0,1.0,1.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,1.1200527535574272,0.0,0.0,3.0369589952669456,0,1,2016-05-26 23:00:00,1
16,567011c035dce00003a07fa4,2.5,2.0,1.0,4.0,14.0,13.0,3.0,2.0,4.0,0.0,0.0,0.0,214.0,186.0,3.0,2.0,0.0,1.0,2.9118762698030434,17.89930041120881,13.499135231051245,5.897759432856248,0,1,2016-11-22 00:00:00,1
17,567011c035dce00003a07fa4,2.6962025316455698,3.0,1.0,4.0,79.0,2.0,4.8,0.0,10.0,0.84,0.0,4.0,282.0,153.0,25.0,1.0,1.0,1.0,4.751195129659512,20.3983021399037,13.341792042460389,1.8718616632464409,1,1,2016-11-17 00:00:00,1
18,567011c035dce00003a07fa4,4.0,4.0,4.0,4.0,2.0,94.0,5.0,5.0,5.0,0.0,0.0,0.0,93.0,93.0,1.0,2.0,0.0,1.0,1.4205496414334668,12.732321896208187,11.784859174653926,5.069022048956438,1,1,2016-07-10 23:00:00,1
19,567011c035dce00003a07fa4,2.9448091111980603,3.0,2.0,4.0,0.0,3.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,0.6570527436627507,0.9166864577580643,0.7016414630036356,14.2946022020096,10.300969486583732,3.0369589952669456,1,1,2016-09-18 23:00:00,1
21,567011c035dce00003a07fa4,1.4117647058823528,1.0,1.0,3.0,17.0,100.0,10.0,8.0,12.0,0.5,0.0,1.0,245.0,235.5,2.0,2.0,0.0,1.0,3.1018494924095155,19.485464783482417,16.979545467238257,6.134443935994793,1,1,2016-10-20 23:00:00,1
26,567011c035dce00003a07fa4,2.9,3.0,1.0,4.0,20.0,13.0,2.5,0.0,6.0,0.25,0.0,2.0,285.0,252.5,12.0,2.0,1.0,1.0,3.264820994371438,20.30655521395594,17.536815583818317,2.6407373938155536,0,1,2016-11-14 00:00:00,1
27,567011c035dce00003a07fa4,2.9384615384615387,3.0,2.0,3.0,65.0,7.0,6.771110578312916,1.0,12.0,1.2067330464720745,0.0,2.0,139.0,94.0,0.0,1.0,1.0,1.0,4.530552408082192,17.026843619903623,13.204749121924374,3.0369589952669456,0,1,2016-11-18 10:31:06,1
28,567011c035dce00003a07fa4,2.555555555555556,3.0,1.0,4.0,9.0,19.0,3.0,2.0,4.0,0.0,0.0,0.0,165.0,110.0,2.0,2.0,0.0,1.0,2.501617160981308,16.908386468635214,9.722603470763246,4.422965125812147,0,1,2016-11-15 10:22:36,1
